rank,Name,Img,Page_link,Genres,Percentage,Users,row format,episodes,date,status,Action,Adventure,Drama,Fantasy,Mystery,Slice of Life,Comedy,Sci-Fi,Psychological,Thriller,Romance,Supernatural,Sports,Ecchi,Mecha,Horror,Music,Mahou Shoujo
74,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx44-MG5I672UbWAy.png,https://anilist.co/anime/44/Rurouni-Kenshin-Meiji-Kenkaku-Romantan--Tsuiokuhen/,"['Action', 'Drama', 'Romance']",84,20311,OVA,4,Winter 1999,Finished,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,One Piece,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21-tXMN3Y20PIL9.jpg,https://anilist.co/anime/21/One-Piece/,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",84,142950,TV Show,[],Airing Since 1999,Ep 951 airing in 3 days,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Violet Evergarden,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21827-10F6m50H4GJK.png,https://anilist.co/anime/21827/Violet-Evergarden/,"['Drama', 'Fantasy', 'Slice of Life']",84,147819,TV Show,13,Winter 2018,Finished,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Owarimonogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21262-jfbv9hvjymMW.jpg,https://anilist.co/anime/21262/Owarimonogatari/,"['Drama', 'Mystery', 'Psychological', 'Supernatural']",84,52807,TV Show,12,Fall 2015,Finished,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
78,Mushishi Zoku Shou: Suzu no Shizuku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21008-gQwALdMTbDsp.png,https://anilist.co/anime/21008/Mushishi-Zoku-Shou-Suzu-no-Shizuku/,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",84,12754,Movie,47,Spring 2015,Finished,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
79,Natsume Yuujinchou San,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx10379-KygMaoiNesKH.jpg,https://anilist.co/anime/10379/Natsume-Yuujinchou-San/,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",84,21911,TV Show,13,Summer 2011,Finished,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
80,Great Teacher Onizuka,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx245-By9unwQf1nPZ.jpg,https://anilist.co/anime/245/Great-Teacher-Onizuka/,"['Comedy', 'Drama', 'Slice of Life']",84,52744,TV Show,43,Summer 1999,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
81,Kono Subarashii Sekai ni Shukufuku wo! Kurenai Densetsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx102976-WcNjDFdQbdCv.png,https://anilist.co/anime/102976/Kono-Subarashii-Sekai-ni-Shukufuku-wo-Kurenai-Densetsu/,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural']",84,61230,Movie,1,Summer 2019,Finished,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
82,Zoku Owarimonogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100815-cZbnM9Bjth8W.png,https://anilist.co/anime/100815/Zoku-Owarimonogatari/,"['Drama', 'Mystery', 'Supernatural']",84,30999,OVA,6,Winter 2019,Finished,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
83,Bakuman. 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12365-G5nFzWm2mIwz.png,https://anilist.co/anime/12365/Bakuman-3/,"['Comedy', 'Drama', 'Romance']",84,27912,TV Show,25,Fall 2012,Finished,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
84,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx801-nF9RyvPJu6s4.jpg,https://anilist.co/anime/801/Koukaku-Kidoutai-Stand-Alone-Complex-2nd-GIG/,"['Action', 'Mystery', 'Sci-Fi']",84,19930,TV Show,26,Winter 2004,Finished,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85,Perfect Blue,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx437-w44gw3LYmLba.jpg,https://anilist.co/anime/437/Perfect-Blue/,"['Drama', 'Horror', 'Psychological']",84,51773,Movie,1,Winter 1998,Finished,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86,Mob Psycho 100,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21507-UaVmcRIUjhUa.jpg,https://anilist.co/anime/21507/Mob-Psycho-100/,"['Action', 'Comedy', 'Slice of Life', 'Supernatural']",84,168400,TV Show,12,Summer 2016,Finished,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
87,Howl no Ugoku Shiro,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx431-dDgk19xDZjVX.jpg,https://anilist.co/anime/431/Howl-no-Ugoku-Shiro/,"['Adventure', 'Drama', 'Fantasy', 'Romance']",84,84517,Movie,1,Fall 2004,Finished,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,Natsume Yuujinchou Go,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21710-uot0VnHffzqd.jpg,https://anilist.co/anime/21710/Natsume-Yuujinchou-Go/,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",84,15962,TV Show,11,Fall 2016,Finished,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89,Hajime no Ippo: Rising,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx19647-cIy7ShTL6e9h.jpg,https://anilist.co/anime/19647/Hajime-no-Ippo-Rising/,"['Comedy', 'Drama', 'Sports']",84,17026,TV Show,25,Fall 2013,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90,Death Note,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1535-dHQBB5zeDphY.png,https://anilist.co/anime/1535/Death-Note/,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",84,256453,TV Show,37,Fall 2006,Finished,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
91,One Punch Man,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21087-8WpMBeqsSVx8.png,https://anilist.co/anime/21087/One-Punch-Man/,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural']",84,233557,TV Show,12,Fall 2015,Finished,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
92,Zoku Natsume Yuujinchou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5300-uqduKJg8yGVr.jpg,https://anilist.co/anime/5300/Zoku-Natsume-Yuujinchou/,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",84,22536,TV Show,13,Winter 2009,Finished,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
93,Tengen Toppa Gurren Lagann: Lagann-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4565-FbFYEBTJSPyr.png,https://anilist.co/anime/4565/Tengen-Toppa-Gurren-Lagann-Lagannhen/,"['Action', 'Mecha', 'Sci-Fi']",84,19854,Movie,2,Spring 2009,Finished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
94,Kara no Kyoukai: Mujun Rasen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4282-R19YmET0glSZ.jpg,https://anilist.co/anime/4282/Kara-no-Kyoukai-Mujun-Rasen/,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Thriller']",84,26004,Movie,1,Summer 2008,Finished,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
95,Saiki Kusuo no Ψ-nan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21804-0upO8z4gYGDZ.png,https://anilist.co/anime/21804/Saiki-Kusuo-no-nan/,"['Comedy', 'Slice of Life', 'Supernatural']",84,84671,TV Short,120,Summer 2016,Finished,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
96,Fate/stay night [Heaven's Feel] III. spring song,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21719-PdPRt3gTizf0.jpg,https://anilist.co/anime/21719/Fatestay-night-Heavens-Feel-III-spring-song/,"['Action', 'Drama', 'Fantasy', 'Supernatural', 'Thriller']",84,21090,Movie,2,Summer 2020,Finished,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
97,Shingeki no Kyojin 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20958-HuFJyr54Mmir.jpg,https://anilist.co/anime/20958/Shingeki-no-Kyojin-2/,"['Action', 'Drama', 'Fantasy', 'Mystery']",84,191152,TV Show,12,Spring 2017,Finished,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108489-UqIzSjJ4eOMD.png,https://anilist.co/anime/108489/Yahari-Ore-no-Seishun-Love-Comedy-wa-Machigatteiru-Kan/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",83,59585,TV Show,12,Summer 2020,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
99,Mushishi: Hihamukage,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20526-PmuD69J3rkDF.png,https://anilist.co/anime/20526/Mushishi-Hihamukage/,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",83,14466,Special,1,Winter 2014,Finished,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
100,Chihayafuru 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14397-k2mzAGlUthAb.jpg,https://anilist.co/anime/14397/Chihayafuru-2/,"['Drama', 'Romance', 'Slice of Life', 'Sports']",83,25235,TV Show,25,Winter 2013,Finished,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
101,Jujutsu Kaisen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113415-979nF8TZP2xC.jpg,https://anilist.co/anime/113415/Jujutsu-Kaisen/,"['Action', 'Drama', 'Supernatural']",83,79889,TV Show,24,Airing,Ep 8 airing in 2 days,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109190-hsfyqHjW1lAp.png,https://anilist.co/anime/109190/Violet-Evergarden-Gaiden-Eien-to-Jidou-Shuki-Ningyou/,"['Drama', 'Fantasy', 'Slice of Life']",83,27712,Movie,1,Summer 2019,Finished,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101921-qSV6zMacSDm4.png,https://anilist.co/anime/101921/Kaguyasama-wa-Kokurasetai-Tensaitachi-no-Renai-Zunousen/,"['Comedy', 'Psychological', 'Romance', 'Slice of Life']",83,139190,TV Show,12,Winter 2019,Finished,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
104,3-gatsu no Lion,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21366-u3ksu16pivGg.png,https://anilist.co/anime/21366/3gatsu-no-Lion/,"['Drama', 'Slice of Life']",83,75117,TV Show,22,Fall 2016,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,Shingeki no Kyojin,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16498-m5ZMNtFioc7j.png,https://anilist.co/anime/16498/Shingeki-no-Kyojin/,"['Action', 'Drama', 'Fantasy', 'Mystery']",83,279720,TV Show,25,Spring 2013,Finished,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Samurai Champloo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx205-xxonQKyJtVcw.png,https://anilist.co/anime/205/Samurai-Champloo/,"['Action', 'Adventure', 'Comedy']",83,87782,TV Show,26,Spring 2004,Finished,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Tenki no Ko,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx106286-5COcpd0J9VbL.png,https://anilist.co/anime/106286/Tenki-no-Ko/,"['Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']",83,72443,Movie,1,Summer 2019,Finished,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
108,Kimetsu no Yaiba: Mugen Ressha-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112151-1qlQwPB1RrJe.png,https://anilist.co/anime/112151/Kimetsu-no-Yaiba-Mugen-Resshahen/,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Supernatural']",83,59399,Movie,1,Fall 2020,Finished,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
109,Violet Evergarden Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103047-LYIbLtN2Rb5T.jpg,https://anilist.co/anime/103047/Violet-Evergarden-Movie/,"['Drama', 'Fantasy', 'Slice of Life']",83,32187,Movie,2,Summer 2020,Finished,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,GREAT PRETENDER,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110349-59hhZ9CNHVdk.png,https://anilist.co/anime/110349/GREAT-PRETENDER/,"['Action', 'Comedy', 'Drama', 'Thriller']",83,36412,ONA,23,Spring 2020,Finished,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
111,Kaze ga Tsuyoku Fuiteiru,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101903-smbtaZBYXFop.jpg,https://anilist.co/anime/101903/Kaze-ga-Tsuyoku-Fuiteiru/,"['Comedy', 'Drama', 'Sports']",83,33371,TV Show,23,Fall 2018,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
112,Steins;Gate 0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21127-7ARWZkDXKiiD.jpg,https://anilist.co/anime/21127/SteinsGate-0/,"['Drama', 'Sci-Fi', 'Thriller']",83,78521,TV Show,23,Spring 2018,Finished,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
113,Kizumonogatari I: Tekketsu-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9260-tbZARfVq8JoX.png,https://anilist.co/anime/9260/Kizumonogatari-I-Tekketsuhen/,"['Action', 'Drama', 'Ecchi', 'Mystery', 'Psychological', 'Supernatural']",83,59421,Movie,1,Winter 2016,Finished,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
114,K-ON! Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9617-2As22UxowVfV.png,https://anilist.co/anime/9617/KON-Movie/,"['Comedy', 'Music', 'Slice of Life']",83,35104,Movie,1,Fall 2011,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
115,Bakemonogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5081-YpAE43HLQKqz.png,https://anilist.co/anime/5081/Bakemonogatari/,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",83,128007,TV Show,15,Summer 2009,Finished,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
116,Houseki no Kuni,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98707-9FCanjvkZLUp.png,https://anilist.co/anime/98707/Houseki-no-Kuni/,"['Action', 'Drama', 'Fantasy', 'Mystery']",83,53281,TV Show,12,Fall 2017,Finished,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Boku no Hero Academia 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21856-vX1n54domqjJ.png,https://anilist.co/anime/21856/Boku-no-Hero-Academia-2/,"['Action', 'Adventure', 'Comedy']",83,211375,TV Show,25,Spring 2017,Finished,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101291-hCsQJgSUwqKg.png,https://anilist.co/anime/101291/Seishun-Buta-Yarou-wa-Bunny-Girl-Senpai-no-Yume-wo-Minai/,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",83,140603,TV Show,13,Fall 2018,Finished,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
119,Uchuu Kyoudai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12431-U8HbfcuLihBp.png,https://anilist.co/anime/12431/Uchuu-Kyoudai/,"['Comedy', 'Sci-Fi', 'Slice of Life']",83,21510,TV Show,99,2012 - 2014,Finished,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
120,Gintama: Shinyaku Benizakura-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7472-uUXDzRuyoYlK.png,https://anilist.co/anime/7472/Gintama-Shinyaku-Benizakurahen/,"['Action', 'Comedy', 'Sci-Fi']",83,14560,Movie,1,Spring 2010,Finished,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
121,Boku no Hero Academia 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100166-pypBDoozr2u0.png,https://anilist.co/anime/100166/Boku-no-Hero-Academia-3/,"['Action', 'Adventure', 'Comedy']",83,191142,TV Show,25,Spring 2018,Finished,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,JoJo no Kimyou na Bouken: Stardust Crusaders - Egypt-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20799-uD7aXksyRgRW.jpg,https://anilist.co/anime/20799/JoJo-no-Kimyou-na-Bouken-Stardust-Crusaders--Egypthen/,"['Action', 'Adventure', 'Supernatural']",83,80480,TV Show,24,Winter 2015,Finished,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123,Nichijou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10165-1j2Qn8wIIn5S.png,https://anilist.co/anime/10165/Nichijou/,"['Comedy', 'Slice of Life']",83,83388,TV Show,26,Spring 2011,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124,SHIROBAKO,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20812-UzCdH72OFcvz.jpg,https://anilist.co/anime/20812/SHIROBAKO/,"['Comedy', 'Drama', 'Slice of Life']",82,53364,TV Show,24,Fall 2014,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
125,Boku no Hero Academia the Movie: Heroes Rising,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108553-yOLfFogpWnTF.jpg,https://anilist.co/anime/108553/Boku-no-Hero-Academia-the-Movie-Heroes-Rising/,['Action'],82,41998,Movie,1,Fall 2019,Finished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Mahou Shoujo Madoka☆Magica: Hangyaku no Monogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx11981-aiVnvftA1xPC.jpg,https://anilist.co/anime/11981/Mahou-Shoujo-MadokaMagica-Hangyaku-no-Monogatari/,"['Drama', 'Fantasy', 'Mahou Shoujo', 'Mystery', 'Psychological', 'Thriller']",82,44289,Movie,1,Fall 2013,Finished,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
127,Usagi Drop,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx10162-jBv0shZQzkLF.png,https://anilist.co/anime/10162/Usagi-Drop/,['Slice of Life'],82,46540,TV Show,11,Summer 2011,Finished,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Katanagatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6594-xrrFyCacxUle.png,https://anilist.co/anime/6594/Katanagatari/,"['Action', 'Adventure', 'Romance']",82,57113,TV Show,12,Winter 2010,Finished,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,Koukaku Kidoutai: Stand Alone Complex,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx467-mBTtIoR13qs2.jpg,https://anilist.co/anime/467/Koukaku-Kidoutai-Stand-Alone-Complex/,"['Action', 'Sci-Fi']",82,33582,TV Show,26,Fall 2002,Finished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130,Kenpuu Denki Berserk,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx33-Kv7pEVAfrg9v.jpg,https://anilist.co/anime/33/Kenpuu-Denki-Berserk/,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",82,43408,TV Show,25,Fall 1997,Finished,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
131,Kono Oto Tomare! 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108891-qp69I8nUvTAS.jpg,https://anilist.co/anime/108891/Kono-Oto-Tomare-2/,"['Drama', 'Music', 'Romance', 'Slice of Life']",82,12386,TV Show,13,Fall 2019,Finished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
132,Modao Zushi 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104458-b3PRaVB0vBM9.png,https://anilist.co/anime/104458/Modao-Zushi-2/,"['Action', 'Adventure', 'Drama', 'Mystery', 'Supernatural']",82,7234,ONA,8,2019,Finished,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
133,Saenai Heroine no Sodatekata Fine,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100675-iGJpWTPHSkkb.jpg,https://anilist.co/anime/100675/Saenai-Heroine-no-Sodatekata-Fine/,"['Comedy', 'Romance', 'Slice of Life']",82,14617,Movie,1,Fall 2019,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
134,Barakamon,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20722-mQQHyu4HXpCE.png,https://anilist.co/anime/20722/Barakamon/,"['Comedy', 'Slice of Life']",82,62673,TV Show,12,Summer 2014,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
135,Steins;Gate: Fuka Ryouiki no Déjà vu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx11577-rhqsxLOAge4f.png,https://anilist.co/anime/11577/SteinsGate-Fuka-Ryouiki-no-Dj-vu/,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",82,55596,Movie,1,Spring 2013,Finished,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
136,Mahou Shoujo Madoka☆Magica,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9756-oqKE3E6DLtgm.jpg,https://anilist.co/anime/9756/Mahou-Shoujo-MadokaMagica/,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Thriller']",82,115615,TV Show,12,Winter 2011,Finished,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
137,Shin Seiki Evangelion,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx30-1Ro1NFFg28bu.jpg,https://anilist.co/anime/30/Shin-Seiki-Evangelion/,"['Action', 'Drama', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi']",82,129207,TV Show,26,Fall 1995,Finished,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
138,Dr. STONE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105333-5p1MKBlGxZFF.jpg,https://anilist.co/anime/105333/Dr-STONE/,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",82,133300,TV Show,24,Summer 2019,Finished,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
139,Gintama.: Porori-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99714-B7dopSzCfXOA.jpg,https://anilist.co/anime/99714/Gintama-Pororihen/,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",82,18183,TV Show,13,Fall 2017,Finished,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140,Senki Zesshou Symphogear XV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21673-ZBtulBUWLW5p.jpg,https://anilist.co/anime/21673/Senki-Zesshou-Symphogear-XV/,"['Action', 'Mahou Shoujo', 'Music', 'Sci-Fi']",82,7712,TV Show,13,Summer 2019,Finished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
141,Hibike! Euphonium 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21460-ll92hPstsgzF.png,https://anilist.co/anime/21460/Hibike-Euphonium-2/,"['Drama', 'Music', 'Slice of Life']",82,31608,TV Show,13,Fall 2016,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
142,Mushishi Zoku Shou: Odoro no Michi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20752-P5EpEJXWGroz.jpg,https://anilist.co/anime/20752/Mushishi-Zoku-Shou-Odoro-no-Michi/,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']",82,11791,Special,1,Summer 2014,Finished,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
143,Baccano!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx2251-kSIwMbTZQDrQ.jpg,https://anilist.co/anime/2251/Baccano/,"['Action', 'Adventure', 'Mystery', 'Supernatural']",82,76384,TV Show,13,Summer 2007,Finished,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
144,Yuu☆Yuu☆Hakusho,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx392-z90299zIvYmx.png,https://anilist.co/anime/392/YuuYuuHakusho/,"['Action', 'Adventure', 'Comedy', 'Supernatural']",82,51123,TV Show,112,1992 - 1995,Finished,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
145,Kiseijuu: Sei no Kakuritsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20623-rVoHgF3Apo7P.jpg,https://anilist.co/anime/20623/Kiseijuu-Sei-no-Kakuritsu/,"['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi']",82,151879,TV Show,24,Fall 2014,Finished,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
146,Fate/Zero,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10087-el5Bo1VMZwsU.png,https://anilist.co/anime/10087/FateZero/,"['Action', 'Fantasy', 'Supernatural']",82,124145,TV Show,13,Fall 2011,Finished,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
